product_id,score,comment_time,comment
100002263409.0,5.0,2020-06-22 16:55:52,初次试了下很不错
100002263409.0,5.0,2020-05-03 16:11:45,效果非常棒再也不用不用放很长时间冷水了
100002263409.0,5.0,2020-05-07 22:38:51,还未调试
100002263409.0,5.0,2020-04-08 23:45:03,温度稳定很舒服
100002263409.0,5.0,2019-12-30 17:25:25,非常好
100002263409.0,5.0,2020-06-02 09:03:24,比我用的林内的好用太多了
100002263409.0,5.0,2020-04-21 22:07:42,还没使用
100002263409.0,5.0,2019-09-25 15:15:27,很快就能出热水了非常的棒棒
100002263409.0,5.0,2020-04-06 19:13:42,刚使用效果不错
100002263409.0,5.0,2020-07-14 19:37:48,挺不错的不用安厨宝了
100002263409.0,5.0,2019-11-21 03:42:25,非常好
100002263409.0,5.0,2020-06-18 13:00:08,无忧一个字爽
100002263409.0,5.0,2020-03-13 21:12:35,非常好
100002263409.0,5.0,2019-09-22 17:54:56,新房装修完成尚未入住暂时没有使用效果不给予评价后续再来补充追评
100002263409.0,5.0,2020-04-11 11:58:44,温度还好控制不错
100002263409.0,5.0,2020-04-20 18:41:09,之前也是史密斯这次升级换0冷水体验更高
100002263409.0,5.0,2020-04-08 16:21:28,恒温效果好
100002263409.0,5.0,2020-04-25 14:52:29,测评阶段感觉不错
100002263409.0,5.0,2020-03-30 20:03:04,还没正式使用
100002263409.0,5.0,2020-02-21 14:50:07,不错能达到预期效果
100002263409.0,5.0,2019-12-19 11:58:29,美气
100002263409.0,5.0,2019-11-17 08:49:07,好一开龙头都有热水
100002263409.0,5.0,2020-05-25 12:02:10,持久
100002263409.0,5.0,2020-06-13 15:59:32,史密斯品牌值得信赖
100002263409.0,5.0,2019-10-28 09:21:05,暂时没使用
100002263409.0,5.0,2020-05-13 21:59:15,零冷水好
100002263409.0,5.0,2020-04-08 16:24:55,恒温效果杠杠的
100002263409.0,5.0,2020-03-29 11:05:34,温度好
100002263409.0,5.0,2020-06-19 23:12:57,恒温效果好
100002263409.0,5.0,2020-04-08 16:29:53,恒温效果好
100002263409.0,5.0,2019-12-04 12:41:57,很好
100002263409.0,5.0,2019-11-11 17:03:53,非常好
100002263409.0,5.0,2020-04-22 12:04:09,不太好
100002263409.0,5.0,2020-07-05 16:22:43,师傅试了下机器效果非常好
100002263409.0,5.0,2020-06-18 10:41:36,非常好
100002263409.0,5.0,2020-05-22 13:47:48,良好
100002263409.0,5.0,2020-04-27 20:18:34,很好
100002263409.0,5.0,2020-06-21 14:33:15,效果很好
100002263409.0,5.0,2020-04-01 16:33:03,很好
100002263409.0,5.0,2020-01-14 17:07:41,非常好
100002263409.0,5.0,2020-01-05 14:09:44,很棒
100002263409.0,5.0,2019-11-24 14:59:07,非常棒
100007732938.0,5.0,2020-03-28 19:45:44,效果不错恒温的
100007732938.0,5.0,2020-06-08 08:54:22,恒温不错温度稳定
100007732938.0,5.0,2020-07-05 19:30:58,在洗澡的中途关水再开基本感觉不到温度的变化恒温效果不错
100007732938.0,5.0,2020-03-02 12:07:04,非常稳定
100007732938.0,5.0,2020-07-04 22:10:39,不错挺稳定
100007732938.0,5.0,2020-06-05 14:40:46,非常棒之前的时间久了忽冷忽热新的恒温夏天洗也不烫
100007732938.0,5.0,2020-06-26 21:00:24,温度调控舒适
100007732938.0,5.0,2020-04-09 22:40:06,估计用水量自动调节火焰大小保证出水温度恒定
100007732938.0,5.0,2020-06-27 14:02:01,温度稳定十分满意
100007732938.0,5.0,2020-05-30 16:00:30,很棒很稳定
100007732938.0,5.0,2019-11-10 20:15:00,恒温效果呱呱叫
100007732938.0,5.0,2019-12-02 17:46:08,稳定
100007732938.0,5.0,2019-12-18 15:48:07,上温很快也很热
100007732938.0,5.0,2019-12-24 15:27:10,史密斯大品牌质量有保障除试了下出水温度非常稳定
100007732938.0,5.0,2020-04-22 17:35:47,恒温效果很好
100007732938.0,5.0,2019-11-08 09:57:18,水温很舒适特别好
100007732938.0,5.0,2019-11-04 21:27:18,试用了一会水温稳定出水流量稳定
100007732938.0,5.0,2020-01-01 19:35:27,效果很好无冷热水交替使用体验很好
100007732938.0,5.0,2019-11-12 09:52:32,热水量大
100007732938.0,5.0,2020-03-24 16:19:56,出热水很快恒温效果很好
100007732938.0,5.0,2019-12-21 18:50:56,很好
100007732938.0,5.0,2020-01-10 08:33:55,温度的稳定性比旧机提升了很多之前买的也是史密斯的产品用了十五年质量好得不得了继续一如既往的支持这个产品
100007732938.0,5.0,2020-03-31 14:41:46,水温很好
100007732938.0,5.0,2020-04-29 22:58:58,没有通燃气等使用后再评价
100007732938.0,5.0,2020-03-09 13:07:50,这个还没有具体用洗澡后才知道
100007732938.0,5.0,2020-04-20 17:26:38,还没用应该不会失望
100007732938.0,5.0,2019-12-18 14:36:40,几乎温差
100007732938.0,5.0,2020-04-20 11:30:58,不错很稳定
100007732938.0,5.0,2019-12-22 16:27:20,因新家暂未入住还没试用史密斯好品牌之前有用过应该效果很好的
100007732938.0,5.0,2019-11-16 13:47:36,恒温稳定
100007732938.0,5.0,2019-12-31 19:24:25,还没使用等使用之后再追评
100007732938.0,5.0,2020-05-16 16:38:55,我家是一厨一卫效果非常棒很好
100007732938.0,5.0,2019-12-21 12:09:47,非常好
100007732938.0,5.0,2019-11-17 09:20:46,水温恒定关闭水龙头再开启后没有烫水
100007732938.0,5.0,2020-05-08 12:11:59,目前还没使用等使用后再评论哈
100007732938.0,5.0,2019-12-28 16:30:44,不错
100007732938.0,5.0,2020-06-20 15:48:30,很好
100007732938.0,5.0,2020-05-24 10:08:48,效果非常不错
100007732938.0,5.0,2020-01-19 22:07:26,十分好
100007732938.0,5.0,2019-12-15 17:24:19,平稳出水温度均衡
100007732938.0,5.0,2019-11-16 10:59:49,水温稳定
100007732938.0,5.0,2020-03-03 11:19:43,很稳定
100007732938.0,5.0,2019-11-30 15:25:22,很稳定
100007732938.0,5.0,2020-05-28 19:32:53,还没试不过家里两个热水器一个电一个燃气都是史密斯的效果真的不错
100007732938.0,5.0,2020-01-06 15:45:52,温度适宜
100007732938.0,5.0,2020-01-04 12:20:14,不错
100007732938.0,5.0,2019-11-06 15:29:58,温差小
100007732938.0,5.0,2020-05-05 20:39:53,很好
100007732938.0,5.0,2020-05-19 10:09:58,用后评价
100007732938.0,5.0,2020-01-05 18:22:11,恒温效果很好比之前的效果不是一般的好原来国产的忽冷忽热不稳定
100007732938.0,5.0,2020-06-12 15:16:53,稳定
100007732938.0,5.0,2019-12-31 11:13:03,水温恒温
100007732938.0,5.0,2020-01-04 11:41:01,恒温效果很好
100007732938.0,5.0,2020-07-02 19:28:46,恒温效果很满意
100007732938.0,5.0,2019-11-05 15:01:47,恒温效果好解决了忽冷忽热的问题
100007732938.0,5.0,2019-11-24 11:54:42,出水很快非常好用
100007732938.0,5.0,2020-01-14 00:16:39,一直都用这个品牌的恒温效果很好
100007732938.0,5.0,2020-04-23 14:56:50,效果很好
100007732938.0,5.0,2020-04-21 16:55:20,恒温效果好出水速度也很快
100007732938.0,5.0,2019-10-27 18:04:40,恒温效果很棒
100007732938.0,5.0,2020-06-20 17:37:15,可以
100007732938.0,5.0,2020-05-12 09:32:08,非常棒推荐购买
100007732938.0,5.0,2020-05-18 15:55:46,很好
100007732938.0,5.0,2019-11-11 13:18:11,新房还未入住但是相信史密斯品质
100007732938.0,5.0,2020-03-21 14:16:30,出水恒温时间长使用体验很好
100007732938.0,5.0,2019-11-11 11:14:18,效果一流很满意
100007732938.0,5.0,2020-07-06 21:24:38,恒温效果好试了一下还没有正式启用噪音小
100007732938.0,5.0,2020-01-18 12:04:45,出热水快
100007732938.0,5.0,2019-10-29 13:53:15,温度很好很合适
100007732938.0,5.0,2020-07-12 14:13:09,完美
100007732938.0,5.0,2019-12-17 16:20:40,效果不错可以同时使用
100007732938.0,5.0,2019-12-26 12:02:28,非常棒
100007732938.0,5.0,2019-11-02 16:22:02,试了五分钟效果很好
100007732938.0,5.0,2019-11-09 15:10:50,稳定
100007732938.0,5.0,2020-01-10 20:39:36,很好
100007732938.0,5.0,2020-03-07 19:43:30,非常稳定
100007732938.0,5.0,2020-06-02 11:18:29,效果好
100007732938.0,5.0,2019-12-27 12:31:03,还没正式入住
100007732938.0,5.0,2020-05-31 10:06:59,还没使用等着入住以后再看使用效果后续追加
100007732938.0,5.0,2020-01-17 20:03:49,效果很好水一直恒温用起来很舒服
100007732938.0,5.0,2019-11-22 10:11:29,确实好
100007732938.0,5.0,2020-04-21 15:23:45,还没使用以后再说
100007732938.0,5.0,2020-04-13 20:55:38,非常好洗澡一个温度到底舒服
100007732938.0,5.0,2019-12-22 14:52:12,很好
100007732938.0,5.0,2020-06-24 11:12:56,未试后面再说但使用史密斯有10多年了一直未有明显不爽没意外会一直用下去
100007732938.0,5.0,2020-01-12 09:51:38,很好
100007732938.0,5.0,2020-06-02 11:06:38,恒温
100007732938.0,5.0,2020-06-26 14:00:56,很不错
100007732938.0,5.0,2019-12-14 14:39:41,洗了下比较稳定很满意
100007732938.0,5.0,2019-11-21 12:31:17,效果很好用
100007732938.0,5.0,2019-11-19 16:46:39,比以前的热水器好很多
100007732938.0,5.0,2019-12-02 16:37:14,没通天然气暂时不知道
100007732938.0,5.0,2019-10-29 22:42:03,稳定
100007732938.0,5.0,2019-11-18 22:29:36,很不错
100007732938.0,5.0,2020-06-30 15:20:35,挺好的
100007732938.0,5.0,2020-06-07 13:51:13,不错
100007732938.0,5.0,2019-11-08 21:36:53,史密斯热水器温度非常稳定洗澡再也不用担心温度忽高忽低了
100007732938.0,5.0,2019-12-22 16:52:34,非常好
100007732938.0,5.0,2019-11-26 21:11:52,感觉很好相信这牌子
100007732938.0,5.0,2019-12-10 14:16:20,很好
100007732938.0,5.0,2019-12-14 12:36:10,非常棒
100007732938.0,5.0,2020-04-19 22:54:48,恒温很好
100007732938.0,5.0,2019-11-03 12:03:45,很好
100007732938.0,5.0,2019-11-10 19:41:46,效果非常的好
100007732938.0,5.0,2020-01-08 20:57:58,效果很好
100007732938.0,5.0,2019-11-11 14:22:58,很不错
100007732938.0,5.0,2019-11-17 09:21:33,稳定
100007732938.0,5.0,2019-12-12 15:41:56,不错
100007732938.0,5.0,2020-06-26 14:04:44,不错
100007732938.0,5.0,2020-05-03 22:30:32,非常好
100007732938.0,5.0,2020-06-15 11:13:53,一级棒
100007732938.0,5.0,2019-10-27 07:59:02,待使用
100007732938.0,5.0,2020-05-18 14:59:06,很好
100007732938.0,5.0,2020-05-04 11:46:58,很好
100007732938.0,5.0,2019-11-04 13:10:00,非常好
100007732938.0,5.0,2019-12-28 16:11:42,常好
100007732938.0,5.0,2020-05-15 10:28:28,完美
100007732938.0,5.0,2020-03-21 15:45:53,效果很好
100007732938.0,5.0,2019-12-11 14:44:16,不错
100007732938.0,5.0,2020-01-06 18:56:17,不错
100007732938.0,5.0,2019-11-30 14:02:36,不错
100007732938.0,5.0,2020-04-20 15:38:01,水温正常使用方便
100007732938.0,5.0,2019-11-07 10:42:59,水温舒适
100007732938.0,5.0,2020-04-26 08:51:39,挺不错的
100007732938.0,5.0,2020-06-30 19:12:26,不错
100007732938.0,5.0,2020-01-15 11:24:50,技术熟练
100007732938.0,5.0,2020-04-24 17:35:49,很好
100007732938.0,5.0,2020-03-03 11:49:31,效果也非常好
100007732938.0,5.0,2019-12-30 18:18:45,恒温效果好
100007732938.0,5.0,2020-07-05 09:26:22,师傅安装很好负责
100007732938.0,5.0,2020-01-04 07:15:36,还没有安装以后补上去相信大品牌口碑
100007732938.0,5.0,2020-01-04 14:52:11,水温稳定
100007732938.0,5.0,2020-01-12 11:11:09,还没有具体试用才装好
100007732938.0,5.0,2019-11-16 14:23:19,好稳定
100007732938.0,5.0,2019-11-24 18:09:52,非常好
